Course Name,Partner,Difficulty Level
"Neural Basis of Imagination, Free Will, and Morality","Dartmouth College","MIXED"
"Temas avanzados de MySQL","Meta","INTERMEDIATE"
"Introduction to QoS and QoS Mechanisms","Cisco Learning and Certifications","BEGINNER"
"Digital Strategies: Managing Sociotechnological Co-Evolution","University of California, Davis","BEGINNER"
"API Basics 3: Build a Game (Async JS, Callbacks & Promises)","Scrimba","INTERMEDIATE"
"Java: Non-Linear Data Structures","Codio","INTERMEDIATE"
"Data Analytics and Visualization with Tableau and more","Packt","INTERMEDIATE"
"React avanzado","Meta","INTERMEDIATE"
"Modelado de datos avanzado","Meta","INTERMEDIATE"
"Le marketing dans un monde numérique","University of Illinois Urbana-Champaign","BEGINNER"
"Measures of Correlation and Contingency","American Psychological Association","BEGINNER"
"API Basics 4: Build a Personal Dashboard (Promise Rejection)","Scrimba","INTERMEDIATE"
"Biodiseño respondiendo a retos complejos","Universidad de los Andes","BEGINNER"
"Molecular Tumor Board 2020-21","Universitat de Barcelona","INTERMEDIATE"
"هيكلة مشاريع التعلم الآلي","DeepLearning.AI","BEGINNER"
"idea 2 IMPACT: An Introduction to Translating Assistive Health Technologies and Other Products","University of Pittsburgh","INTERMEDIATE"
"Proyecto final para desarrolladores de Front-End","Meta","INTERMEDIATE"
"Essential Cloud Infrastructure: Core Services en Español","Google Cloud","INTERMEDIATE"
"Preparing for Your Associate Cloud Engineer Journey en Español","Google Cloud","INTERMEDIATE"
"Proyecto final de ingenieros de bases de datos","Meta","INTERMEDIATE"
"النمو الاقتصادي | Economic Growth","Alfaisal University | KLD","BEGINNER"
"Elastic Cloud Infrastructure: Scaling and Automation en Español","Google Cloud","INTERMEDIATE"
"Leading with Impact: Team Dynamics, Strategy and Ethics","Coursera Instructor Network","BEGINNER"
"Introduction to Workflow Management","Coursera Instructor Network","INTERMEDIATE"
"How To Land the Job You Want (Capstone Project)","University of Maryland, College Park","MIXED"
"Signaling actions of small molecules","Korea Advanced Institute of Science and Technology(KAIST)","BEGINNER"
"Writing and Disseminating Grey Literature","Indian Institute for Human Settlements","MIXED"
"Disaster Risk Management and Korean Policies","Yonsei University","INTERMEDIATE"
"Relational Database Administration Capstone Project","IBM","ADVANCED"
"Developing a Marketing Mix for Growth","University of Illinois Urbana-Champaign","BEGINNER"
"Get Started with Spreadsheet Applications: Excel","SkillUp","BEGINNER"
"Applying Data Analytics in Accounting","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Machine Learning Algorithms with Python in Business Analytics","University of Illinois Urbana-Champaign","INTERMEDIATE"
"إدارة وسائل التواصل الاجتماعي","Meta","BEGINNER"
"Getting Started with AWS DevOps","Whizlabs","INTERMEDIATE"
"MAYA Architecture - Living Room Interiors","EDUCBA","INTERMEDIATE"
"Introdução ao marketing de mídias sociais","Meta","BEGINNER"
"MAYA Architecture - Bathroom and Kitchen Interiors","EDUCBA","INTERMEDIATE"
"MAYA Architecture - Shaders and Textures","EDUCBA","INTERMEDIATE"
"创新思维","University of Science and Technology of China","MIXED"
"Introduction to Blockchain","Pohang University of Science and Technology(POSTECH)","BEGINNER"
"Information Assurance Analysis","Johns Hopkins University","INTERMEDIATE"
"Cyber Security: GRC Part 1 - Governance","Macquarie University","BEGINNER"
"Artificial Intelligence Industrial Control Systems Security","Johns Hopkins University","INTERMEDIATE"
"Preparing for Your CertNexus Certification Exam","CertNexus","BEGINNER"
"Introducing Model-Driven Programmability","Cisco Learning and Certifications","INTERMEDIATE"
"Probabilistic Deep Learning with TensorFlow 2","Imperial College London","ADVANCED"
"GenAI for Financial Data Analysis","Coursera Instructor Network","BEGINNER"
"Connect Services with Microsoft Azure Service Bus","Microsoft","INTERMEDIATE"
"Introduction to Additive Manufacturing Processes","Arizona State University","BEGINNER"
"Sourcing and Screening Applicants  ","Automatic Data Processing, Inc. (ADP)","BEGINNER"
"Data Architect Capstone Project","SkillUp","ADVANCED"
"Observability in Google Cloud","Google Cloud","BEGINNER"
"Hands-On Labs in Google Cloud for Networking Engineers","Google Cloud","INTERMEDIATE"
"Classification and valuation - What you must know!","PwC India","BEGINNER"
"البرمجة في لغة Python","Meta","BEGINNER"
"Building a Data Science Team","Johns Hopkins University","MIXED"
"Psychology of Weight Loss","National Academy of Sports Medicine","BEGINNER"
"Fitness Coaching Strategies for Weight Loss","National Academy of Sports Medicine","BEGINNER"
"Impact of Exercise on Weight Loss","National Academy of Sports Medicine","BEGINNER"
"Psychosocial Aspects of Obesity","National Academy of Sports Medicine","BEGINNER"
"Operations Excellence","Rutgers the State University of New Jersey","ADVANCED"
"Material Extrusion","Arizona State University","INTERMEDIATE"
"Manage Identities and Governance in Azure","Whizlabs","INTERMEDIATE"
"Storage in Azure","Whizlabs","INTERMEDIATE"
"Benefits: Financial Protection, Growth & Assistance","Automatic Data Processing, Inc. (ADP)","BEGINNER"
"Value-Based Care: Reimbursement Models","University of Houston","BEGINNER"
"Evaluating Large Language Model Outputs: A Practical Guide","Coursera Instructor Network","BEGINNER"
"Value-Based Care: Organizational Competencies","University of Houston","BEGINNER"
"GenAI and Model Selection","Coursera Instructor Network","INTERMEDIATE"
"数据结构基础","Peking University","MIXED"
"高级数据结构与算法","Peking University","MIXED"
"Time Series Mastery: Forecasting with ETS, ARIMA, Python","Coursera Instructor Network","BEGINNER"
"Discovering BI: From Warehousing to Interactive Dashboards","Coursera Instructor Network","BEGINNER"
"Python for Data Science","Fractal Analytics","BEGINNER"
"Automation for Everyone: Tech Benefits Unleashed","Coursera Instructor Network","BEGINNER"
"Data Science in Real Life","Johns Hopkins University","MIXED"
"Dell Technologies Technical Support for Hardware","Dell","BEGINNER"
"Executive Data Science Capstone","Johns Hopkins University","MIXED"
"Measurement – Turning Concepts into Data","Johns Hopkins University","BEGINNER"
"Features and Boundaries","Columbia University","BEGINNER"
"Compute Resources in Azure","Whizlabs","INTERMEDIATE"
"Cybersecurity Planning, Management, and Compliance","Microsoft","BEGINNER"
"Requerimientos, planeación, ejecución y medición de estrategias para redes sociales","Tecnológico de Monterrey","MIXED"
"What are the Chances? Probability and Uncertainty in Statistics","Johns Hopkins University","INTERMEDIATE"
"Cybersecurity Testing and Prevention","Microsoft","BEGINNER"
"Beer Quality Systems","University of California, Davis","INTERMEDIATE"
"Translating Basic Research into Research for Humans ","University of Michigan","BEGINNER"
"Quantifying Relationships with Regression Models","Johns Hopkins University","INTERMEDIATE"
"Translating Research to Patients","University of Michigan","BEGINNER"
"Data Literacy Capstone – Evaluating Research","Johns Hopkins University","INTERMEDIATE"
"Translating Research to Communities ","University of Michigan","BEGINNER"
"Nearest Neighbor Collaborative Filtering","University of Minnesota","MIXED"
"Data Management Capstone Project","SkillUp","ADVANCED"
"Input and Interaction","University of California San Diego","MIXED"
"AI-900 MS Azure AI Fundamentals","EDUCBA","BEGINNER"
"User Research Methods and Practices","Indian Institute of Technology Guwahati","BEGINNER"
"Introduction to Statistical Analysis:  Hypothesis Testing","SAS","INTERMEDIATE"
"Climate Resilience and Urban Sustainability","University of Colorado Boulder","BEGINNER"
"The Blockchain","University of California, Irvine","BEGINNER"
"Cryptography and Hashing Overview","University of California, Irvine","BEGINNER"
"Python Scripting Fundamentals","Akamai Technologies, Inc.","BEGINNER"
"Pricing Strategy in Practice","University of Virginia","INTERMEDIATE"
"Introduction to Microfabrication","University of Minnesota","INTERMEDIATE"
"GenAI for Financial Forecasting and Planning","Coursera Instructor Network","BEGINNER"
"Advanced Data Engineering","Duke University","INTERMEDIATE"
"UiPath Orchestrator and Capstone Projects","UiPath","BEGINNER"
"GenAI for Everyone","Coursera Instructor Network","BEGINNER"
"User Awareness and Education for Generative AI ","Coursera Instructor Network","BEGINNER"
"Lean Six Sigma Green Belt Training","Simplilearn","BEGINNER"
"Networking in Google Cloud: Network Security","Google Cloud","INTERMEDIATE"
"Networking in Google Cloud: Load Balancing","Google Cloud","INTERMEDIATE"
"Networking in Google Cloud: Hybrid and Multicloud","Google Cloud","INTERMEDIATE"
"Healthcare Entrepreneurship: Taking Ideas to Market","Imperial College London","INTERMEDIATE"
"A quick tour on Big Data and Business Intelligence","Università di Napoli Federico II","BEGINNER"
"Strategic Sales Management Final Project","Fundação Instituto de Administração","INTERMEDIATE"
"Foundations of Exercise and Nutrition","American Council on Exercise","BEGINNER"
"The Merkle Tree and Cryptocurrencies","University of California, Irvine","BEGINNER"
"Economics and Policies of Climate Change","EDHEC Business School","BEGINNER"
"Introduction to Reproducibility in Cancer Informatics","Johns Hopkins University","INTERMEDIATE"
"Advanced Reproducibility in Cancer Informatics","Johns Hopkins University","ADVANCED"
"Responsive Web Design","University of London","MIXED"
"Introduction to Time Series","Illinois Tech","INTERMEDIATE"
"Foundations of Data Structures and Algorithm Analysis","Packt","INTERMEDIATE"
"Introduction to PhET Simulations for STEM Education","University of Colorado Boulder","BEGINNER"
"International Marketing Entry and Execution","Yonsei University","MIXED"
"Generative AI Course in Software Design","Simplilearn","BEGINNER"
"Securing Cloud and Hybrid Networks","LearnQuest","ADVANCED"
"User Experience: Research & Prototyping","University of California San Diego","MIXED"
"Introduction to C++ Programming and Unreal","University of Colorado System","INTERMEDIATE"
"Microfabrication Fundamental Processes","University of Minnesota","INTERMEDIATE"
"AI Workflow: Data Analysis and Hypothesis Testing","IBM","ADVANCED"
"Certified Ethical Hacker (CEH): Unit 7","Pearson","INTERMEDIATE"
"Introduction to Digital Transformation Part 1","University of Virginia Darden School Foundation","BEGINNER"
"مقدمة في التسويق عبر وسائل التواصل الاجتماعي","Meta","BEGINNER"
"Introduction to Digital Transformation Part 2","University of Virginia Darden School Foundation","BEGINNER"
"Project Initiation and Planning","University of Illinois Urbana-Champaign","BEGINNER"
"Analyzing Big Data with SQL","Cloudera","BEGINNER"
"أساسيات الإعلان على وسائل التواصل الاجتماعي","Meta","BEGINNER"
"الإعلان من خلال فيسبوك","Meta","BEGINNER"
"Strategies and Tools to Mitigate Agricultural Risk","University of Illinois Urbana-Champaign","INTERMEDIATE"
"قياس حملات التسويق عبر وسائل التواصل الاجتماعي وتعزيزها","Meta","BEGINNER"
"Speaking Skills for University Success","University of California, Irvine","BEGINNER"
"DP-100 Microsoft Azure DS Exam","EDUCBA","INTERMEDIATE"
"Microsoft Azure - Essentials","EDUCBA","BEGINNER"
"Microsoft Azure - Basics","EDUCBA","INTERMEDIATE"
"Microsoft Azure - Data Lake","EDUCBA","INTERMEDIATE"
"DP-300 Azure Relational DBA","EDUCBA","INTERMEDIATE"
"Gmail en Español","Google Cloud","BEGINNER"
"Microsoft Azure - PAAS Overview","EDUCBA","INTERMEDIATE"
"Financial Regulation in Emerging Markets and the Rise of Fintech Companies","University of Cape Town","BEGINNER"
"CCNA Advanced – WAN, Security, and Network Services","Packt","ADVANCED"
"Decoding BFSI: Key Segments and Functions in Finance","Board Infinity","BEGINNER"
"Ethical Hacking Foundations","Packt","BEGINNER"
"Artificial Intelligence in Financial Planning","University of Illinois Urbana-Champaign","BEGINNER"
"Object-Oriented C++: Inheritance and Encapsulation","Codio","INTERMEDIATE"
"Researcher's guide to RNA sequencing data","Fred Hutchinson Cancer Center","INTERMEDIATE"
"xDesign Foundations: Sketching and Extrusion","Dassault Systèmes","BEGINNER"
"xDesign Assemblies and Exam Level Part Modeling","Dassault Systèmes","BEGINNER"
"Data Visualization Capstone","Johns Hopkins University","MIXED"
"Leadership focused on Human Flourishing","Tecnológico de Monterrey","INTERMEDIATE"
"Unix and Bash for Beginners","Codio","BEGINNER"
"Creative Coding: Hands-On Python","University of Michigan","INTERMEDIATE"
"Unix System Basics","Codio","BEGINNER"
"AI Agents in Java with Generative AI","Vanderbilt University","BEGINNER"
"Data Warehousing and Business Intelligence","University of California, Irvine","BEGINNER"
"Postman Tutorial: Getting Started with API Testing","Packt","BEGINNER"
"عمل خطة محتوى بالذكاء الاصطناعي: Canva، ChatGPT، وBlueWillow","Coursera Project Network","INTERMEDIATE"
"Building React and ASP.NET MVC 5 Applications","Board Infinity","BEGINNER"
"Building Web Pages with HTML & CSS","University of Washington","BEGINNER"
"Statistical Learning","Illinois Tech","INTERMEDIATE"
"Implementing Cisco MPLS","Cisco Learning and Certifications","BEGINNER"
"Introduction to Data Networks and the Internet - Master's","Illinois Tech","BEGINNER"
"Cloud Computing Technologies - Master's","Illinois Tech","INTERMEDIATE"
"Contemporary Issues in World Politics","Università di Napoli Federico II","BEGINNER"
"AI Agent Architecture in Java with Generative AI","Vanderbilt University","INTERMEDIATE"
"Secure Coding in Laravel","Infosec","BEGINNER"
"Financial Management Capstone","University of Illinois Urbana-Champaign","INTERMEDIATE"
"Learn the Art and Science of PCB Design with Eagle","Packt","BEGINNER"
"Unravelling solutions for Future Food problems","Utrecht University","BEGINNER"
"Using Data for Healthcare Improvement","Imperial College London","BEGINNER"
"Kafka Streams API for Developers Using Java/Spring Boot 3.X","Packt","INTERMEDIATE"
"Machine Learning in Retail","Coursera Project Network","INTERMEDIATE"
"Business Intelligence and Visual Analytics","University of California, Irvine","INTERMEDIATE"
"The Blockchain System","University of California, Irvine","BEGINNER"
"Full-Stack React with Spring Boot","Pearson","INTERMEDIATE"
"The Nature of Data and Relational Database Design","University of California, Irvine","BEGINNER"
"Transforming Communities","University of Colorado Boulder","BEGINNER"
"Interacción social y cultura organizacional","Universitat Autònoma de Barcelona","BEGINNER"
"Branching and Merging in Git","LearnKartS","INTERMEDIATE"
"From Raw to Ready: Data Preparation in Python","Coursera","BEGINNER"
"Laravel Additional Security","Infosec","BEGINNER"
"Advanced Blockchain Development and Solidity Projects","Packt","ADVANCED"
"Innovation Management: Winning in the Age of Disruption","University of Leeds","BEGINNER"
"Advanced Spring Concepts and Functional Programming","Packt","INTERMEDIATE"
"Building React Application using ASP.NET MVC5","Board Infinity","INTERMEDIATE"
"Wrangling Computing Environments: Using Docker for Research","Fred Hutchinson Cancer Center","INTERMEDIATE"
"Examining MPLS VPN Operation","Cisco Learning and Certifications","BEGINNER"
"Debugging: Hunting and Squashing Bugs","University of Michigan","INTERMEDIATE"
"Technology and Product Planning","Johns Hopkins University","MIXED"
"Building Your Artistic Brand","University of Colorado Boulder","INTERMEDIATE"
"Making Science Reproducible - A Capstone Course","Fred Hutchinson Cancer Center","ADVANCED"
"Smarter Scientific Software Development with GitHub Actions","Fred Hutchinson Cancer Center","INTERMEDIATE"
"Full-Stack React with Spring Boot: Unit 3","Pearson","INTERMEDIATE"
"Systems Biology and Biotechnology Capstone","Icahn School of Medicine at Mount Sinai","MIXED"
"Disaster Preparedness","University of Pittsburgh","BEGINNER"
"Foundations of Autonomous Systems","University of Colorado Boulder","INTERMEDIATE"
"Modeling of Autonomous Systems","University of Colorado Boulder","INTERMEDIATE"
"Studying at Japanese Universities","The University of Tokyo","BEGINNER"
"Introduction to Meteor.js Development  ","University of London","MIXED"
"Advanced React Skills","Scrimba","INTERMEDIATE"
"Classical papers in molecular genetics","University of Geneva","MIXED"
"Redux in JavaScript and React","Scrimba","INTERMEDIATE"
"Applied Information Extraction in Python","University of Michigan","ADVANCED"
"Navigating Healthcare Supply Chain Operations","Northeastern University","MIXED"
"Machine Learning: Regression","University of Washington","MIXED"
"AWS Pricing","LearnKartS","INTERMEDIATE"
"Analysis and Interpretation of Data","Queen Mary University of London","BEGINNER"
"Derivatives","Università di Napoli Federico II","INTERMEDIATE"
"Snowflake - Build and Architect Data Pipelines Using AWS","Packt","INTERMEDIATE"
"Developing Secure IoT Applications","EDUCBA","BEGINNER"
"Data Storytelling","Fractal Analytics","BEGINNER"
"Become a JavaScript Developer","Scrimba","BEGINNER"
"Learn Typescript","Scrimba","INTERMEDIATE"
"Data-Oriented Python Programming and Debugging","University of Michigan","INTERMEDIATE"
"Data-Driven Decisions with Power BI","Knowledge Accelerators","BEGINNER"
"Business English: Capstone Project","University of Washington","INTERMEDIATE"
"RESTful Microservices Using Node.js and Express","NIIT","INTERMEDIATE"
"Server side JavaScript with Node.js","NIIT","INTERMEDIATE"
"Electrodynamics: In-depth Solutions for Maxwell’s Equations","Korea Advanced Institute of Science and Technology(KAIST)","ADVANCED"
"Selenium Automation and Testing Frameworks","Packt","INTERMEDIATE"
"Python Debugging: A Systematic Approach","University of Michigan","INTERMEDIATE"
"GIS Mastery: Spatial Data, Remote Sensing, Decision Support","Coursera Instructor Network","INTERMEDIATE"
"Designing and Simulating Physical Models","MathWorks","BEGINNER"
"Oracle SQL Performance Tuning","EDUCBA","INTERMEDIATE"
"Advanced Machine Learning Algorithms","Fractal Analytics","BEGINNER"
"Human Decision Making and its Biases","Fractal Analytics","BEGINNER"
"Object-Oriented Programming and Java Fundamentals","Packt","BEGINNER"
"Learn Bash Shell Scripting for Automation","Packt","INTERMEDIATE"
"Unlocking AI and ML : Your Path to Smart Business Solutions","Fractal Analytics","BEGINNER"
"Responsive Website Development and Design Capstone ","University of London","MIXED"
"Mastering the Software Engineering Interview","University of California San Diego","INTERMEDIATE"
"Master Electric Vehicle Tech: Software Skills","Coursera Instructor Network","BEGINNER"
"Disability Awareness and Support","University of Pittsburgh","MIXED"
"Product Launch and Post-Launch Management","Xbox","BEGINNER"
"Web Application Development with JavaScript and MongoDB","University of London","MIXED"
"Distributed Programming in Java","Rice University","INTERMEDIATE"
"Space Safety","Technical University of Munich (TUM)","INTERMEDIATE"
"Generative AI Course in Software Building","Simplilearn","BEGINNER"
"Go Essentials: Concurrency, gRPC & More","Packt","INTERMEDIATE"
"Java Programming Masterclass","EDUCBA","BEGINNER"
"Introduction to Semiconductor Devices 2","Korea Advanced Institute of Science and Technology(KAIST)","INTERMEDIATE"
"Control of Nonlinear Spacecraft Attitude Motion","University of Colorado Boulder","ADVANCED"
"Interview Questions and Real-World Applications","Packt","INTERMEDIATE"
"Building R Packages","Johns Hopkins University","INTERMEDIATE"
"DevOps and Build Automation with Python","LearnQuest","BEGINNER"
"Python Scripting: Files, Inheritance, and Databases","LearnQuest","BEGINNER"
"Analyzing and Underwriting Corporate Credit in India","Coursera Instructor Network","INTERMEDIATE"
"Python Scripting: Dates, Classes and Collections","LearnQuest","BEGINNER"
"Plant Bioinformatics Capstone","University of Toronto","INTERMEDIATE"
"Mastering Multithreading with Go","Edureka","BEGINNER"
"Build Your Own iOS App","University of Toronto","MIXED"
"Renewable Energy: Manufacturing Career Exploration","University at Buffalo","BEGINNER"
" Incrementar - Parte 2 y Controlar","Tecnológico de Monterrey","INTERMEDIATE"
"Analizar e incrementar - Parte 1","Tecnológico de Monterrey","INTERMEDIATE"
"Visualización de datos efectiva","Universidades Anáhuac","BEGINNER"
"Cómo resolver problemas y tomar decisiones con eficacia","University of California, Irvine","MIXED"
"Fundamentos del Emprendimiento: Pensamiento y Acción","University of California, Irvine","MIXED"
"Trabaja inteligentemente, no más duro: Gestión del tiempo para la productividad personal y profesional ","University of California, Irvine","MIXED"
"Finanzas para profesionales no financieros","University of California, Irvine","MIXED"
"Redacción de documentos empresariales de gran impacto","University of California, Irvine","MIXED"
"Fundamentals of NestJS","Board Infinity","INTERMEDIATE"
"Processamento Neural de Linguagem Natural em Português I","Universidade de São Paulo","INTERMEDIATE"
"Containerization and Orchestration","Edureka","INTERMEDIATE"
"Modern Security Operations","Google Cloud","BEGINNER"
"GenAI for Customer Insights","Coursera Instructor Network","BEGINNER"
"Fundamentals of Organization","Politecnico di Milano","BEGINNER"
"Jmeter training for Beginners","Simplilearn","BEGINNER"
"Get Ready to Sell: Guided Projects and Portfolio Development","Zoho Corporation","BEGINNER"
"GenAI for Market Research Analysts","Coursera Instructor Network","INTERMEDIATE"
"Quantitative Research Methods: Tools for Data Analysis","Coursera Instructor Network","INTERMEDIATE"
"CCNA 200-301 Version 1.1: Unit 1","Pearson","BEGINNER"
"Learn CSS Animations","Scrimba","INTERMEDIATE"
"CCNA 200-301 Version 1.1: Unit 2","Pearson","BEGINNER"
"CCNA 200-301 Version 1.1: Unit 3","Pearson","BEGINNER"
"CCNA 200-301 Version 1.1: Unit 5","Pearson","BEGINNER"
"CCNA 200-301 Version 1.1: Unit 4","Pearson","BEGINNER"
"CCNA 200-301 Version 1.1: Unit 6","Pearson","BEGINNER"
"CCNA 200-301 Version 1.1: Unit 7","Pearson","BEGINNER"
"Analyzing the Universe","Rutgers the State University of New Jersey","BEGINNER"
"The Physics of Emergence: Introduction to Condensed Matter","University of Colorado Boulder","BEGINNER"
"Phases of Matter: Solid, Liquid, Gas and Beyond","University of Colorado Boulder","BEGINNER"
"Operationalizing ML Models: MLOps for Scalable AI","Coursera Instructor Network","INTERMEDIATE"
"Advanced Automation Frameworks and Continuous Integration","Packt","ADVANCED"
"Introduction to Archaeology: Archaeology as Activism","Rice University","BEGINNER"
"Foundations of DevOps and Git","Packt","INTERMEDIATE"
"End-to-End Web Development: UI, Databases, APIs","Board Infinity","INTERMEDIATE"
"Cloud Security on AWS","Edureka","BEGINNER"
"API Integration - End to End Web Development","Board Infinity","INTERMEDIATE"
"Android App Capstone ","Meta","INTERMEDIATE"
"Alteryx Mastery: Data Analytics & Workflow Automation","Coursera Instructor Network","BEGINNER"
"Heavy Manufacturing Process and System","L&T EduTech","INTERMEDIATE"
"Foundation Systems, Monitoring and Erection Methods","L&T EduTech","ADVANCED"
"Epidemics","The University of Hong Kong","BEGINNER"
"Operations Management in Healthcare- Streamlining Systems ","Coursera Instructor Network","INTERMEDIATE"
"Web Scraping Tutorial with Scrapy and Python for Beginners","Packt","BEGINNER"
"Data-Driven Systems: DBMS, SQL & Data Modeling","Northeastern University","MIXED"
"Predictive Analytics and Forecasting","O.P. Jindal Global University","MIXED"
"Design of Precast System","L&T EduTech","ADVANCED"
"C++: Non-Linear Data Structures","Codio","INTERMEDIATE"
"Data Prep for Machine Learning in Python","Corporate Finance Institute","ADVANCED"
"Advanced Neural Network Techniques","Johns Hopkins University","INTERMEDIATE"
"Multilevel Modeling","Erasmus University Rotterdam","INTERMEDIATE"
"IBM Data Privacy for Information Architecture","IBM","MIXED"
"Roles and Responsibilities of a Sales Representative ","Zoho Corporation","BEGINNER"
"Key Skillsets for a Sales Representative","Zoho Corporation","BEGINNER"
"Machine Learning Operations with Vertex AI: Model Evaluation","Google Cloud","INTERMEDIATE"
"The Art of Vocal Production","Berklee","BEGINNER"
"Basic Inferential Statistics for Psychology","American Psychological Association","BEGINNER"
"Build Automation and Continuous Integration","Packt","INTERMEDIATE"
"Advanced DevOps Tools and Practices","Packt","INTERMEDIATE"
"Intro to Null Hypothesis Significance Testing with z-test","American Psychological Association","BEGINNER"
"Engaging in Strategic Management in Healthcare Organizations","Northeastern University","BEGINNER"
"Introduction to DevOps and Git for Beginners","Simplilearn","BEGINNER"
".NET & .NET Core Mastery: Cross-Platform Development","Coursera Instructor Network","INTERMEDIATE"
"Mobile Development and JavaScript","Meta","BEGINNER"
"Designing Information System Security Architectures","LearnQuest","BEGINNER"
"Fundamentals of Information System Security Architecture","LearnQuest","BEGINNER"
"Infrastructure as a Service Training for Beginners","Simplilearn","BEGINNER"
"C程序设计进阶","Peking University","MIXED"
"Learn Advanced React","Scrimba","ADVANCED"
"Leveraging Virtual Assistants for Personal Productivity","Coursera Instructor Network","BEGINNER"
"Marketing Channel Functions","Emory University","INTERMEDIATE"
"Marketing Channel Benefits","Emory University","INTERMEDIATE"
"Certified Associate in Project Management (CAPM)® Exam: Unit 4","Pearson","BEGINNER"
"Certified Associate in Project Management (CAPM)® Exam: Unit 5","Pearson","BEGINNER"
"Certified Associate in Project Management (CAPM)® Exam: Unit 8","Pearson","BEGINNER"
"Certified Associate in Project Management (CAPM)® Exam: Unit 6","Pearson","BEGINNER"
"Certified Associate in Project Management (CAPM)® Exam: Unit 7","Pearson","BEGINNER"
"Marketing Channel Incentives","Emory University","INTERMEDIATE"
"CompTIA Linux+ XK0-005: Unit 3","Pearson","INTERMEDIATE"
"CompTIA Linux+ XK0-005: Unit 4","Pearson","INTERMEDIATE"
"CompTIA Linux+ XK0-005: Unit 8","Pearson","INTERMEDIATE"
"CompTIA Linux+ XK0-005: Unit 6","Pearson","INTERMEDIATE"
"CompTIA Linux+ XK0-005: Unit 5","Pearson","INTERMEDIATE"
"CompTIA Linux+ XK0-005: Unit 7","Pearson","INTERMEDIATE"
"CompTIA Linux+ XK0-005: Unit 2","Pearson","INTERMEDIATE"
"Create the User Interface with SwiftUI","Meta","BEGINNER"
"Working with Data in iOS","Meta","INTERMEDIATE"
"Command Line (CLI) Basics","Scrimba","BEGINNER"
"Desarrollo móvil y JavaScript","Meta","BEGINNER"
"Introduction to Customs and Foreign Trade Policy","PwC India","BEGINNER"
"JavaScript Security Part 1","Infosec","INTERMEDIATE"
"JavaScript Security Part 3","Infosec","INTERMEDIATE"
"JavaScript Security Part 2","Infosec","INTERMEDIATE"
"Java SE 17 Developer (1Z0-829): Unit 1","Pearson","INTERMEDIATE"
"Linux Foundation Certified System Administrator (LFCS): Unit 2","Pearson","INTERMEDIATE"
"Linux Foundation Certified System Administrator (LFCS): Unit 9","Pearson","INTERMEDIATE"
"Linux Foundation Certified System Administrator (LFCS): Unit 4","Pearson","INTERMEDIATE"
"Linux Foundation Certified System Administrator (LFCS): Unit 5","Pearson","INTERMEDIATE"
"Linux Foundation Certified System Administrator (LFCS): Unit 3","Pearson","INTERMEDIATE"
"Learn Express.js","Scrimba","BEGINNER"
"Transforming Life and Organizations in the Digital Age","IIMA - IIM Ahmedabad","BEGINNER"
"Techniques of Design-Oriented Analysis","University of Colorado Boulder","INTERMEDIATE"
"Aspectos fundamentales de la gerencia","University of California, Irvine","MIXED"
"Product Strategy: Lifecycle, Data Insights, Collaboration","Coursera Instructor Network","BEGINNER"
"Mastering Portfolio Analysis ","Coursera Instructor Network","BEGINNER"
"NIST CSF","Infosec","MIXED"
"Commercial Awareness","Coursera Instructor Network","BEGINNER"
"GenAI for Data Analysts","Coursera Instructor Network","INTERMEDIATE"
"Advanced Data Analysis with ChatGPT","Coursera Instructor Network","INTERMEDIATE"
"Qualitative Research Methods: Capturing Rich Insights","Coursera Instructor Network","BEGINNER"
"Advanced Quantitative Statistics with Excel","Coursera Instructor Network","BEGINNER"
"Business Innovation: Prototyping, Markets, Strategy","Coursera Instructor Network","BEGINNER"
"GST - when, where, who and how much?","PwC India","BEGINNER"
"Cloud SQL for MySQL: Qwik Start","Google Cloud","BEGINNER"
"Migrating to Cloud SQL from Amazon RDS for MySQL Using Database Migration Service","Google Cloud","ADVANCED"
"Financial Reporting: Ledgers, Taxes, Auditing Best Practices","Coursera Instructor Network","BEGINNER"
"Migrating On-premises MySQL Using a Continuous Database Migration Service Job","Google Cloud","ADVANCED"
"Connect an App to a Cloud SQL for PostgreSQL Instance","Google Cloud","BEGINNER"
"Migrate to Cloud SQL for PostgreSQL using Database Migration Service","Google Cloud","BEGINNER"
"Securing a Cloud SQL for PostgreSQL Instance","Google Cloud","BEGINNER"
"Deploy a Modern Web App connected to a Cloud Spanner Instance","Google Cloud","BEGINNER"
"Cloud Spanner - Loading Data and Performing Backups","Google Cloud","BEGINNER"
"Cloud Spanner - Defining Schemas and Understanding Query Plans","Google Cloud","BEGINNER"
"Configure Replication and Enable Point-in-Time-Recovery for Cloud SQL for PostgreSQL","Google Cloud","BEGINNER"
"The Role of the CEO in Navigating GenAI","Coursera","BEGINNER"
"GST - Undertaking compliances","PwC India","BEGINNER"
"GenAI for Legal Researchers: Accelerating Case Analysis","Coursera Instructor Network","INTERMEDIATE"
"Key Industry 4.0 Technologies in Manufacturing - 2","Board Infinity","INTERMEDIATE"
"NIST DoD RMF","Infosec","MIXED"
"Free Trade Agreements and Special Economic Zones","PwC India","BEGINNER"
"Exploratory Data Analysis for the Public Sector with ggplot","University of Michigan","INTERMEDIATE"
"Figma Pro Pt. 2: Interactions, Prototyping & UI Motion","Skillshare","INTERMEDIATE"
