Category,Institution,Course,Fees,Type,Location
Management,"GITAM Institute of Technology, Visakhapatnam (GITAM University) - GITAM Institute of Technology, Visakhapatnam","Not Available","Fees: 9.70 Lakhs","101-125 NIRF Rank'25 Careers360 Ranking : -- Ownership: Private Rating: 4.6/5 138 Reviews GITAM Institute of Technology, Visakhapatnam (GITAM University) - GITAM Institute of Technology, Visakhapatnam Careers360 Ranking : -- Ownership: Private Rating: 4.6/5 138 Reviews MBA (3 Courses) Fees: 9.70 Lakhs Admissions Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"FMS Delhi - Faculty of Management Studies, University of Delhi, Delhi","Not Available","Fees: 2 Lakhs - 2.29 Lakhs","8 Careers360 Rank'25 Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews FMS Delhi - Faculty of Management Studies, University of Delhi, Delhi Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews Executive MBA (2 Courses) Fees: 2 Lakhs - 2.29 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","8 Careers360 Rank'25 Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews FMS Delhi - Faculty of Management Studies, University of Delhi, Delhi Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews Executive MBA (2 Courses) Fees: 2 Lakhs - 2.29 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far"
Management,"FMS Delhi - Faculty of Management Studies, University of Delhi, Delhi","Not Available","Fees: 2 Lakhs - 2.29 Lakhs","8 Careers360 Rank'25 Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews FMS Delhi - Faculty of Management Studies, University of Delhi, Delhi Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews Executive MBA (2 Courses) Fees: 2 Lakhs - 2.29 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","8 Careers360 Rank'25 Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews FMS Delhi - Faculty of Management Studies, University of Delhi, Delhi Careers360 Ranking : 8 Ownership: Public/Government Rating: 4.7/5 87 Reviews Executive MBA (2 Courses) Fees: 2 Lakhs - 2.29 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"DMS IIT Delhi - Department of Management Studies, Indian Institute of Technology, Delhi","Not Available","Fees: 12.90 Lakhs","9 Careers360 Rank'25 Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews DMS IIT Delhi - Department of Management Studies, Indian Institute of Technology, Delhi Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","9 Careers360 Rank'25 Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews DMS IIT Delhi - Department of Management Studies, Indian Institute of Technology, Delhi Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far"
Management,"DMS IIT Delhi - Department of Management Studies, Indian Institute of Technology, Delhi","Not Available","Fees: 12.90 Lakhs","9 Careers360 Rank'25 Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews DMS IIT Delhi - Department of Management Studies, Indian Institute of Technology, Delhi Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","9 Careers360 Rank'25 Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews DMS IIT Delhi - Department of Management Studies, Indian Institute of Technology, Delhi Careers360 Ranking : 9 Ownership: Public/Government Rating: 4.7/5 57 Reviews MBA (2 Courses) Fees: 12.90 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"IBS Hyderabad - ICFAI Business School, Hyderabad","Not Available","Fees: 5.20 Lakhs","10 Careers360 Rank'25 Careers360 Ranking : 10 Ownership: Private Rating: 3.9/5 216 Reviews IBS Hyderabad - ICFAI Business School, Hyderabad Careers360 Ranking : 10 Ownership: Private Rating: 3.9/5 216 Reviews Ph.D (2 Courses) Fees: 5.20 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","Not Available"
Management,"IBS Hyderabad - ICFAI Business School, Hyderabad","Not Available","Fees: 5.20 Lakhs","10 Careers360 Rank'25 Careers360 Ranking : 10 Ownership: Private Rating: 3.9/5 216 Reviews IBS Hyderabad - ICFAI Business School, Hyderabad Careers360 Ranking : 10 Ownership: Private Rating: 3.9/5 216 Reviews Ph.D (2 Courses) Fees: 5.20 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"SJMSOM IIT Bombay - Shailesh J Mehta School of Management, Indian Institute of Technology, Bombay","Not Available","Not Available","11 Careers360 Rank'25 Careers360 Ranking : 11 Ownership: Public/Government Rating: 4.3/5 3 Reviews SJMSOM IIT Bombay - Shailesh J Mehta School of Management, Indian Institute of Technology, Bombay Careers360 Ranking : 11 Ownership: Public/Government Rating: 4.3/5 3 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SJMSOM IIT Bombay - Shailesh J Mehta School of Management, Indian Institute of Technology, Bombay","Not Available","Not Available","11 Careers360 Rank'25 Careers360 Ranking : 11 Ownership: Public/Government Rating: 4.3/5 3 Reviews SJMSOM IIT Bombay - Shailesh J Mehta School of Management, Indian Institute of Technology, Bombay Careers360 Ranking : 11 Ownership: Public/Government Rating: 4.3/5 3 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"School of Business Management SVKM's Narsee Monjee Institute of Management Studies, Mumbai","Not Available","Fees: 13 Lakhs - 22 Lakhs","11 Careers360 Rank'25 Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews School of Business Management SVKM's Narsee Monjee Institute of Management Studies, Mumbai Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews MBA (9 Courses) Fees: 13 Lakhs - 22 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","11 Careers360 Rank'25 Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews School of Business Management SVKM's Narsee Monjee Institute of Management Studies, Mumbai Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews MBA (9 Courses) Fees: 13 Lakhs - 22 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far"
Management,"School of Business Management SVKM's Narsee Monjee Institute of Management Studies, Mumbai","Not Available","Fees: 13 Lakhs - 22 Lakhs","11 Careers360 Rank'25 Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews School of Business Management SVKM's Narsee Monjee Institute of Management Studies, Mumbai Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews MBA (9 Courses) Fees: 13 Lakhs - 22 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","11 Careers360 Rank'25 Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews School of Business Management SVKM's Narsee Monjee Institute of Management Studies, Mumbai Careers360 Ranking : 11 Ownership: Private Rating: 4.8/5 4 Reviews MBA (9 Courses) Fees: 13 Lakhs - 22 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"VGSOM IIT Kharagpur - Vinod Gupta School of Management, Indian Institute of Technology, Kharagpur","Not Available","Not Available","12 Careers360 Rank'25 Careers360 Ranking : 12 Ownership: Public/Government Rating: 4.4/5 75 Reviews VGSOM IIT Kharagpur - Vinod Gupta School of Management, Indian Institute of Technology, Kharagpur Careers360 Ranking : 12 Ownership: Public/Government Rating: 4.4/5 75 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"VGSOM IIT Kharagpur - Vinod Gupta School of Management, Indian Institute of Technology, Kharagpur","Not Available","Not Available","12 Careers360 Rank'25 Careers360 Ranking : 12 Ownership: Public/Government Rating: 4.4/5 75 Reviews VGSOM IIT Kharagpur - Vinod Gupta School of Management, Indian Institute of Technology, Kharagpur Careers360 Ranking : 12 Ownership: Public/Government Rating: 4.4/5 75 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"XIMB Bhubaneswar - Xavier Institute of Management, XIM University, Bhubaneswar","Not Available","Not Available","14 Careers360 Rank'25 Careers360 Ranking : 14 Ownership: Private Rating: 4.1/5 185 Reviews XIMB Bhubaneswar - Xavier Institute of Management, XIM University, Bhubaneswar Careers360 Ranking : 14 Ownership: Private Rating: 4.1/5 185 Reviews Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"XIMB Bhubaneswar - Xavier Institute of Management, XIM University, Bhubaneswar","Not Available","Not Available","14 Careers360 Rank'25 Careers360 Ranking : 14 Ownership: Private Rating: 4.1/5 185 Reviews XIMB Bhubaneswar - Xavier Institute of Management, XIM University, Bhubaneswar Careers360 Ranking : 14 Ownership: Private Rating: 4.1/5 185 Reviews Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"ASB Coimbatore - Amrita School of Business, Coimbatore","Not Available","Not Available","15 Careers360 Rank'25 Careers360 Ranking : 15 Ownership: Private Rating: 4.2/5 13 Reviews ASB Coimbatore - Amrita School of Business, Coimbatore Careers360 Ranking : 15 Ownership: Private Rating: 4.2/5 13 Reviews Ph.D (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"ASB Coimbatore - Amrita School of Business, Coimbatore","Not Available","Not Available","15 Careers360 Rank'25 Careers360 Ranking : 15 Ownership: Private Rating: 4.2/5 13 Reviews ASB Coimbatore - Amrita School of Business, Coimbatore Careers360 Ranking : 15 Ownership: Private Rating: 4.2/5 13 Reviews Ph.D (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"SCMHRD Pune - Symbiosis Centre for Management and Human Resource Development, Pune","Not Available","Fees: 14.82 Lakhs - 24.60 Lakhs","16 Careers360 Rank'25 Careers360 Ranking : 16 Ownership: Private Rating: 4.5/5 63 Reviews SCMHRD Pune - Symbiosis Centre for Management and Human Resource Development, Pune Careers360 Ranking : 16 Ownership: Private Rating: 4.5/5 63 Reviews MBA (3 Courses) Fees: 14.82 Lakhs - 24.60 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SCMHRD Pune - Symbiosis Centre for Management and Human Resource Development, Pune","Not Available","Fees: 14.82 Lakhs - 24.60 Lakhs","16 Careers360 Rank'25 Careers360 Ranking : 16 Ownership: Private Rating: 4.5/5 63 Reviews SCMHRD Pune - Symbiosis Centre for Management and Human Resource Development, Pune Careers360 Ranking : 16 Ownership: Private Rating: 4.5/5 63 Reviews MBA (3 Courses) Fees: 14.82 Lakhs - 24.60 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"Amity Business School (ABS) Noida - Amity Business School, Noida","Not Available","Fees: 13.80 Lakhs - 15.80 Lakhs","19 Careers360 Rank'25 Careers360 Ranking : 19 Ownership: Private Rating: 3.8/5 74 Reviews Amity Business School (ABS) Noida - Amity Business School, Noida Careers360 Ranking : 19 Ownership: Private Rating: 3.8/5 74 Reviews MBA (7 Courses) Fees: 13.80 Lakhs - 15.80 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"Amity Business School (ABS) Noida - Amity Business School, Noida","Not Available","Fees: 13.80 Lakhs - 15.80 Lakhs","19 Careers360 Rank'25 Careers360 Ranking : 19 Ownership: Private Rating: 3.8/5 74 Reviews Amity Business School (ABS) Noida - Amity Business School, Noida Careers360 Ranking : 19 Ownership: Private Rating: 3.8/5 74 Reviews MBA (7 Courses) Fees: 13.80 Lakhs - 15.80 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"XIME Bangalore - Xavier Institute of Management and Entrepreneurship, Bangalore","Not Available","Not Available","21 Careers360 Rank'25 Careers360 Ranking : 21 Ownership: Private Rating: 4.0/5 33 Reviews XIME Bangalore - Xavier Institute of Management and Entrepreneurship, Bangalore Careers360 Ranking : 21 Ownership: Private Rating: 4.0/5 33 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"XIME Bangalore - Xavier Institute of Management and Entrepreneurship, Bangalore","Not Available","Not Available","21 Careers360 Rank'25 Careers360 Ranking : 21 Ownership: Private Rating: 4.0/5 33 Reviews XIME Bangalore - Xavier Institute of Management and Entrepreneurship, Bangalore Careers360 Ranking : 21 Ownership: Private Rating: 4.0/5 33 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"DoMS IIT Madras - Department of Management Studies, Indian Institute of Technology, Madras","Not Available","Not Available","22 Careers360 Rank'25 Careers360 Ranking : 22 Ownership: Public/Government Rating: 4.3/5 9 Reviews DoMS IIT Madras - Department of Management Studies, Indian Institute of Technology, Madras Careers360 Ranking : 22 Ownership: Public/Government Rating: 4.3/5 9 Reviews Ph.D (5 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"DoMS IIT Madras - Department of Management Studies, Indian Institute of Technology, Madras","Not Available","Not Available","22 Careers360 Rank'25 Careers360 Ranking : 22 Ownership: Public/Government Rating: 4.3/5 9 Reviews DoMS IIT Madras - Department of Management Studies, Indian Institute of Technology, Madras Careers360 Ranking : 22 Ownership: Public/Government Rating: 4.3/5 9 Reviews Ph.D (5 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"IFMR GSB Sri City - IFMR Graduate School of Business, Sri City","Not Available","Not Available","22 Careers360 Rank'25 Careers360 Ranking : 22 Ownership: Private Rating: 4.0/5 49 Reviews IFMR GSB Sri City - IFMR Graduate School of Business, Sri City Careers360 Ranking : 22 Ownership: Private Rating: 4.0/5 49 Reviews Ph.D (4 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"IFMR GSB Sri City - IFMR Graduate School of Business, Sri City","Not Available","Not Available","22 Careers360 Rank'25 Careers360 Ranking : 22 Ownership: Private Rating: 4.0/5 49 Reviews IFMR GSB Sri City - IFMR Graduate School of Business, Sri City Careers360 Ranking : 22 Ownership: Private Rating: 4.0/5 49 Reviews Ph.D (4 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"DoMS Indian Institute of Science - Department of Management Studies, Indian Institute of Science, Bangalore","Not Available","Not Available","23 Careers360 Rank'25 Careers360 Ranking : 23 Ownership: Public/Government DoMS Indian Institute of Science - Department of Management Studies, Indian Institute of Science, Bangalore Careers360 Ranking : 23 Ownership: Public/Government Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"DoMS Indian Institute of Science - Department of Management Studies, Indian Institute of Science, Bangalore","Not Available","Not Available","23 Careers360 Rank'25 Careers360 Ranking : 23 Ownership: Public/Government DoMS Indian Institute of Science - Department of Management Studies, Indian Institute of Science, Bangalore Careers360 Ranking : 23 Ownership: Public/Government Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"SDMIMD Mysore - Shri Dharmasthala Manjunatheshwara Institute for Management Development, Mysore","Not Available","Not Available","25 Careers360 Rank'25 Careers360 Ranking : 25 Ownership: Private Rating: 3.9/5 62 Reviews SDMIMD Mysore - Shri Dharmasthala Manjunatheshwara Institute for Management Development, Mysore Careers360 Ranking : 25 Ownership: Private Rating: 3.9/5 62 Reviews Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"SDMIMD Mysore - Shri Dharmasthala Manjunatheshwara Institute for Management Development, Mysore","Not Available","Not Available","25 Careers360 Rank'25 Careers360 Ranking : 25 Ownership: Private Rating: 3.9/5 62 Reviews SDMIMD Mysore - Shri Dharmasthala Manjunatheshwara Institute for Management Development, Mysore Careers360 Ranking : 25 Ownership: Private Rating: 3.9/5 62 Reviews Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"Institute of Management, Nirma University, Ahmedabad","Not Available","Not Available","26 Careers360 Rank'25 Careers360 Ranking : 26 Ownership: Private Rating: 4.1/5 10 Reviews Institute of Management, Nirma University, Ahmedabad Careers360 Ranking : 26 Ownership: Private Rating: 4.1/5 10 Reviews Admissions Placements Courses Facilities Brochure Enquire Compare Admissions Placements Courses Facilities 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"Institute of Management, Nirma University, Ahmedabad","Not Available","Not Available","26 Careers360 Rank'25 Careers360 Ranking : 26 Ownership: Private Rating: 4.1/5 10 Reviews Institute of Management, Nirma University, Ahmedabad Careers360 Ranking : 26 Ownership: Private Rating: 4.1/5 10 Reviews Admissions Placements Courses Facilities Brochure Enquire Compare","Not Available"
Management,"LM Thapar School of Management, Punjab - LM Thapar School of Management, Thapar Institute of Engineering and Technology, Dera Bassi","Not Available","Fees: 3.10 Lakhs - 6.69 Lakhs","27 Careers360 Rank'25 Careers360 Ranking : 27 Ownership: Private Rating: 4.2/5 37 Reviews LM Thapar School of Management, Punjab - LM Thapar School of Management, Thapar Institute of Engineering and Technology, Dera Bassi Careers360 Ranking : 27 Ownership: Private Rating: 4.2/5 37 Reviews Ph.D (2 Courses) Fees: 3.10 Lakhs - 6.69 Lakhs MBA (1 Course) Fees: 13.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"LM Thapar School of Management, Punjab - LM Thapar School of Management, Thapar Institute of Engineering and Technology, Dera Bassi","Not Available","Fees: 3.10 Lakhs - 6.69 Lakhs","27 Careers360 Rank'25 Careers360 Ranking : 27 Ownership: Private Rating: 4.2/5 37 Reviews LM Thapar School of Management, Punjab - LM Thapar School of Management, Thapar Institute of Engineering and Technology, Dera Bassi Careers360 Ranking : 27 Ownership: Private Rating: 4.2/5 37 Reviews Ph.D (2 Courses) Fees: 3.10 Lakhs - 6.69 Lakhs MBA (1 Course) Fees: 13.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"IPE Hyderabad - Institute of Public Enterprise, Hyderabad","Not Available","Fees: 8 Lakhs","29 Careers360 Rank'25 Careers360 Ranking : 29 Ownership: Private Rating: 3.7/5 146 Reviews IPE Hyderabad - Institute of Public Enterprise, Hyderabad Careers360 Ranking : 29 Ownership: Private Rating: 3.7/5 146 Reviews P.G.D.M (6 Courses) Fees: 8 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"IPE Hyderabad - Institute of Public Enterprise, Hyderabad","Not Available","Fees: 8 Lakhs","29 Careers360 Rank'25 Careers360 Ranking : 29 Ownership: Private Rating: 3.7/5 146 Reviews IPE Hyderabad - Institute of Public Enterprise, Hyderabad Careers360 Ranking : 29 Ownership: Private Rating: 3.7/5 146 Reviews P.G.D.M (6 Courses) Fees: 8 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"Chitkara Business School, Patiala","Not Available","Fees: 7 Lakhs - 9 Lakhs","31 Careers360 Rank'25 Careers360 Ranking : 31 Ownership: Private Rating: 4.5/5 42 Reviews Chitkara Business School, Patiala Careers360 Ranking : 31 Ownership: Private Rating: 4.5/5 42 Reviews MBA (9 Courses) Fees: 7 Lakhs - 9 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"Chitkara Business School, Patiala","Not Available","Fees: 7 Lakhs - 9 Lakhs","31 Careers360 Rank'25 Careers360 Ranking : 31 Ownership: Private Rating: 4.5/5 42 Reviews Chitkara Business School, Patiala Careers360 Ranking : 31 Ownership: Private Rating: 4.5/5 42 Reviews MBA (9 Courses) Fees: 7 Lakhs - 9 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"FLAME University, Pune","Not Available","Fees: 28.65 Lakhs - 39.15 Lakhs","34 Careers360 Rank'25 Careers360 Ranking : 34 Ownership: Private Rating: 4.5/5 24 Reviews FLAME University, Pune Careers360 Ranking : 34 Ownership: Private Rating: 4.5/5 24 Reviews B.B.A (9 Courses) Fees: 28.65 Lakhs - 39.15 Lakhs MBA (2 Courses) Fees: 15.95 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"FLAME University, Pune","Not Available","Fees: 28.65 Lakhs - 39.15 Lakhs","34 Careers360 Rank'25 Careers360 Ranking : 34 Ownership: Private Rating: 4.5/5 24 Reviews FLAME University, Pune Careers360 Ranking : 34 Ownership: Private Rating: 4.5/5 24 Reviews B.B.A (9 Courses) Fees: 28.65 Lakhs - 39.15 Lakhs MBA (2 Courses) Fees: 15.95 Lakhs Admissions Placements Courses Facilities QnA Brochure Apply Compare","Not Available"
Management,"JAGSOM - Jagdish Sheth School of Management, Bangalore","Not Available","Fees: 14 Lakhs - 16.50 Lakhs","35 Careers360 Rank'25 Careers360 Ranking : 35 Ownership: Private Rating: 4.3/5 104 Reviews JAGSOM - Jagdish Sheth School of Management, Bangalore Careers360 Ranking : 35 Ownership: Private Rating: 4.3/5 104 Reviews P.G.D.M (7 Courses) Fees: 14 Lakhs - 16.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"JAGSOM - Jagdish Sheth School of Management, Bangalore","Not Available","Fees: 14 Lakhs - 16.50 Lakhs","35 Careers360 Rank'25 Careers360 Ranking : 35 Ownership: Private Rating: 4.3/5 104 Reviews JAGSOM - Jagdish Sheth School of Management, Bangalore Careers360 Ranking : 35 Ownership: Private Rating: 4.3/5 104 Reviews P.G.D.M (7 Courses) Fees: 14 Lakhs - 16.50 Lakhs Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"DOMS NIT Trichy - Department of Management Studies, National Institute of Technology, Tiruchirappalli","Not Available","Not Available","35 Careers360 Rank'25 Careers360 Ranking : 35 Ownership: Public/Government Rating: 3.9/5 38 Reviews DOMS NIT Trichy - Department of Management Studies, National Institute of Technology, Tiruchirappalli Careers360 Ranking : 35 Ownership: Public/Government Rating: 3.9/5 38 Reviews Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
Management,"DOMS NIT Trichy - Department of Management Studies, National Institute of Technology, Tiruchirappalli","Not Available","Not Available","35 Careers360 Rank'25 Careers360 Ranking : 35 Ownership: Public/Government Rating: 3.9/5 38 Reviews DOMS NIT Trichy - Department of Management Studies, National Institute of Technology, Tiruchirappalli Careers360 Ranking : 35 Ownership: Public/Government Rating: 3.9/5 38 Reviews Ph.D (2 Courses) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","Not Available"
Management,"JBIMS Mumbai - Jamnalal Bajaj Institute of Management Studies, Mumbai","Not Available","Fees: 8.12 Lakhs","36 Careers360 Rank'25 Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews JBIMS Mumbai - Jamnalal Bajaj Institute of Management Studies, Mumbai Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews M.M.S (5 Courses) Fees: 8.12 Lakhs MBA (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far","36 Careers360 Rank'25 Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews JBIMS Mumbai - Jamnalal Bajaj Institute of Management Studies, Mumbai Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews M.M.S (5 Courses) Fees: 8.12 Lakhs MBA (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 300+ Brochures downloaded so far 300+ Brochures downloaded so far"
Management,"JBIMS Mumbai - Jamnalal Bajaj Institute of Management Studies, Mumbai","Not Available","Fees: 8.12 Lakhs","36 Careers360 Rank'25 Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews JBIMS Mumbai - Jamnalal Bajaj Institute of Management Studies, Mumbai Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews M.M.S (5 Courses) Fees: 8.12 Lakhs MBA (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare","36 Careers360 Rank'25 Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews JBIMS Mumbai - Jamnalal Bajaj Institute of Management Studies, Mumbai Careers360 Ranking : 36 Ownership: Public/Government Rating: 4.4/5 54 Reviews M.M.S (5 Courses) Fees: 8.12 Lakhs MBA (1 Course) Admissions Placements Courses Facilities QnA Brochure Enquire Compare"
Management,"IIFM Bhopal - Indian Institute of Forest Management, Bhopal","Not Available","Not Available","37 Careers360 Rank'25 Careers360 Ranking : 37 Ownership: Public/Government Rating: 4.3/5 31 Reviews IIFM Bhopal - Indian Institute of Forest Management, Bhopal Careers360 Ranking : 37 Ownership: Public/Government Rating: 4.3/5 31 Reviews Admissions Placements Courses Facilities QnA Brochure Enquire Compare Admissions Placements Courses Facilities QnA 100+ Brochures downloaded so far 100+ Brochures downloaded so far","Not Available"
